user_id,new_user,age,sex,country,device,operative_system,source,total_pages_visited,home_page,listing_page,product_page,payment_page,confirmation_page
54070,0,40,Female,US,mobile,android,Direct,10,1,1,0,0,0
7089,1,30,Female,China,mobile,android,Seo,6,1,0,0,0,0
52773,0,20,Female,UK,desktop,windows,Direct,5,1,1,1,0,0
71605,1,25,Female,UK,mobile,iOS,Seo,6,1,0,0,0,0
35842,0,23,Male,US,mobile,android,Direct,11,1,1,0,0,0
50145,0,18,Female,UK,mobile,android,Direct,4,1,1,1,1,0
73180,0,27,Male,China,desktop,mac,Direct,3,1,1,1,0,0
12788,1,41,Female,US,mobile,iOS,Ads,3,1,0,0,0,0
77950,1,20,Female,US,desktop,windows,Ads,12,1,1,0,0,0
11651,0,28,Female,US,desktop,windows,Direct,2,1,0,0,0,0
51898,0,42,Female,UK,mobile,iOS,Ads,6,1,1,0,0,0
31557,0,33,Female,US,desktop,windows,Seo,6,1,0,0,0,0
3078,0,30,Male,US,desktop,linux,Direct,2,1,1,0,0,0
13529,1,21,Male,US,mobile,iOS,Ads,5,1,1,0,0,0
44962,0,24,Female,China,desktop,windows,Direct,6,1,1,1,0,0
18190,1,47,Male,US,mobile,iOS,Ads,4,1,1,1,1,0
64323,1,17,Female,US,desktop,windows,Ads,8,1,1,1,0,0
10799,0,28,Female,US,mobile,iOS,Ads,4,1,1,1,1,0
78895,0,22,Female,US,desktop,windows,Direct,3,1,0,0,0,0
25564,1,23,Female,China,desktop,windows,Ads,2,1,1,0,0,0
63150,0,23,Male,US,desktop,windows,Ads,22,1,1,1,1,1
32181,0,38,Female,China,desktop,windows,Direct,1,1,0,0,0,0
51887,0,24,Female,US,desktop,windows,Seo,9,1,0,0,0,0
26241,1,22,Male,UK,desktop,windows,Ads,5,1,1,1,0,0
56274,0,23,Male,China,mobile,android,Ads,14,1,0,0,0,0
71369,1,24,Female,US,mobile,android,Ads,7,1,1,1,0,0
62386,1,41,Male,US,desktop,windows,Seo,5,1,1,1,0,0
27524,0,19,Male,UK,mobile,other,Direct,3,1,1,1,0,0
60986,0,23,Female,US,mobile,iOS,Ads,7,1,0,0,0,0
73043,0,24,Female,China,desktop,windows,Direct,7,1,0,0,0,0
35755,0,28,Female,US,mobile,iOS,Direct,3,1,1,0,0,0
76859,1,19,Female,US,desktop,windows,Ads,5,1,1,1,0,0
66248,0,20,Female,UK,desktop,windows,Direct,3,1,1,1,0,0
51492,0,26,Female,US,desktop,mac,Direct,7,1,1,1,0,0
31187,0,31,Male,US,desktop,windows,Direct,6,1,1,1,1,0
40375,0,38,Female,UK,mobile,iOS,Direct,22,1,1,1,1,0
43621,0,46,Female,China,mobile,iOS,Direct,7,1,1,1,0,0
76335,0,18,Female,US,mobile,iOS,Direct,3,1,1,0,0,0
33260,1,37,Male,US,mobile,android,Ads,3,1,1,1,0,0
9348,1,29,Male,UK,mobile,android,Seo,3,1,0,0,0,0
39050,0,25,Male,US,mobile,android,Direct,8,1,1,1,0,0
45007,0,24,Female,US,mobile,iOS,Direct,16,1,0,0,0,0
21029,1,42,Female,US,mobile,android,Seo,5,1,1,1,0,0
45420,0,43,Female,China,desktop,windows,Direct,4,1,0,0,0,0
34158,1,29,Male,UK,desktop,linux,Seo,5,1,0,0,0,0
3255,0,17,Male,US,mobile,iOS,Direct,14,1,1,1,0,0
22064,1,44,Female,US,desktop,mac,Seo,9,1,0,0,0,0
87181,1,41,Female,US,desktop,windows,Seo,3,1,0,0,0,0
85752,1,30,Female,UK,mobile,iOS,Seo,4,1,1,1,1,0
71077,0,21,Female,UK,desktop,windows,Direct,3,1,1,1,0,0
61315,0,19,Female,US,mobile,iOS,Direct,3,1,1,1,0,0
58519,0,28,Male,US,mobile,iOS,Direct,5,1,1,1,0,0
13308,1,27,Female,US,mobile,iOS,Seo,4,1,0,0,0,0
4849,0,31,Male,US,desktop,windows,Direct,5,1,1,1,0,0
55656,1,34,Female,UK,mobile,other,Seo,14,1,1,1,0,0
23466,1,36,Female,Germany,mobile,android,Seo,2,1,1,0,0,0
12455,0,26,Female,Germany,mobile,android,Direct,6,1,1,1,0,0
34456,0,35,Male,US,mobile,iOS,Seo,4,1,1,1,0,0
9719,0,18,Female,US,mobile,iOS,Seo,6,1,1,0,0,0
10427,1,19,Female,China,mobile,iOS,Seo,6,1,0,0,0,0
23153,1,17,Male,US,desktop,windows,Direct,5,1,1,0,0,0
31578,0,25,Male,China,mobile,iOS,Direct,4,1,1,1,0,0
79772,0,40,Male,UK,desktop,mac,Direct,3,1,1,1,0,0
61851,0,21,Female,US,desktop,windows,Direct,3,1,1,1,0,0
86476,0,23,Female,UK,desktop,windows,Direct,4,1,1,0,0,0
71192,0,30,Female,US,mobile,android,Direct,2,1,1,0,0,0
2729,1,23,Male,US,desktop,windows,Ads,3,1,1,1,0,0
65702,0,21,Male,Germany,mobile,android,Direct,6,1,0,0,0,0
19850,0,28,Female,China,mobile,iOS,Direct,2,1,1,0,0,0
87647,0,41,Female,Germany,mobile,android,Direct,3,1,1,0,0,0
66085,0,46,Male,US,mobile,android,Direct,4,1,0,0,0,0
7186,1,26,Male,China,desktop,linux,Ads,8,1,1,0,0,0
12623,0,43,Male,Germany,mobile,android,Direct,5,1,1,1,0,0
58153,0,34,Female,US,mobile,iOS,Direct,14,1,1,1,1,1
35195,1,23,Female,US,mobile,iOS,Ads,3,1,0,0,0,0
995,0,33,Female,US,desktop,windows,Direct,3,1,0,0,0,0
66460,1,31,Female,US,desktop,windows,Ads,3,1,1,1,0,0
33036,0,21,Female,US,mobile,iOS,Direct,6,1,1,1,1,1
19012,0,31,Female,UK,mobile,iOS,Direct,9,1,1,0,0,0
41812,1,46,Male,US,mobile,other,Seo,7,1,0,0,0,0
29764,0,25,Female,China,desktop,windows,Direct,19,1,1,1,1,1
19412,0,24,Female,US,desktop,windows,Seo,4,1,0,0,0,0
18004,0,28,Male,US,desktop,windows,Direct,6,1,0,0,0,0
86708,0,38,Male,US,mobile,android,Direct,4,1,1,1,0,0
87003,0,38,Female,US,mobile,android,Direct,5,1,1,0,0,0
55918,0,41,Male,US,mobile,iOS,Direct,2,1,0,0,0,0
71276,0,20,Female,US,desktop,windows,Direct,4,1,1,1,0,0
63970,1,41,Female,US,mobile,android,Seo,3,1,0,0,0,0
75873,0,33,Female,China,mobile,iOS,Direct,6,1,0,0,0,0
29030,1,25,Male,US,mobile,iOS,Seo,13,1,1,1,0,0
30902,0,35,Female,US,mobile,iOS,Direct,1,1,0,0,0,0
64539,1,35,Male,UK,mobile,iOS,Ads,8,1,1,0,0,0
1219,0,36,Male,UK,mobile,android,Direct,3,1,1,0,0,0
73116,0,36,Male,UK,mobile,android,Direct,11,1,1,1,0,0
22693,0,20,Male,US,desktop,mac,Direct,8,1,1,0,0,0
64046,1,35,Female,US,desktop,windows,Seo,7,1,1,1,0,0
29233,1,18,Male,Germany,mobile,android,Ads,4,1,1,0,0,0
61585,1,28,Female,US,desktop,windows,Ads,3,1,1,1,0,0
15541,0,36,Female,China,mobile,iOS,Direct,3,1,0,0,0,0
15191,0,26,Male,US,mobile,iOS,Direct,15,1,1,1,1,1
78854,1,36,Male,US,mobile,iOS,Seo,6,1,1,1,0,0
67143,0,25,Female,China,mobile,iOS,Direct,7,1,1,0,0,0
81949,0,37,Female,US,desktop,windows,Direct,8,1,1,0,0,0
20389,1,21,Female,China,desktop,windows,Seo,5,1,1,0,0,0
27394,1,39,Female,US,mobile,android,Seo,11,1,1,1,0,0
64293,0,39,Female,US,mobile,iOS,Direct,4,1,1,0,0,0
82134,0,24,Male,US,mobile,iOS,Direct,3,1,1,1,0,0
34103,0,20,Female,China,mobile,iOS,Direct,13,1,1,0,0,0
47164,0,47,Female,US,desktop,windows,Direct,7,1,0,0,0,0
25439,1,21,Male,US,desktop,windows,Direct,3,1,1,1,0,0
16497,0,27,Female,US,desktop,windows,Direct,3,1,1,1,0,0
85832,0,25,Male,US,desktop,windows,Direct,4,1,0,0,0,0
58215,0,35,Female,China,mobile,iOS,Direct,4,1,1,1,1,0
78220,0,28,Male,US,mobile,android,Seo,7,1,1,0,0,0
44087,0,40,Female,US,desktop,mac,Direct,4,1,0,0,0,0
19039,1,30,Female,China,mobile,android,Ads,1,1,0,0,0,0
67041,0,36,Female,UK,desktop,windows,Direct,3,1,1,1,0,0
86261,1,24,Female,US,mobile,android,Seo,12,1,1,1,0,0
33428,0,22,Male,US,desktop,windows,Direct,4,1,0,0,0,0
30177,0,24,Female,US,mobile,android,Direct,1,1,0,0,0,0
59236,1,34,Male,US,desktop,windows,Ads,3,1,1,1,0,0
85183,0,17,Female,US,desktop,windows,Direct,5,1,0,0,0,0
7691,0,32,Female,US,mobile,iOS,Direct,4,1,1,1,1,0
66221,0,21,Female,US,mobile,android,Direct,2,1,1,0,0,0
9968,0,33,Female,US,mobile,iOS,Ads,2,1,1,0,0,0
55983,0,39,Male,US,desktop,linux,Ads,10,1,1,1,0,0
64994,1,27,Female,US,mobile,android,Seo,2,1,1,0,0,0
36347,0,32,Female,China,mobile,other,Ads,4,1,1,0,0,0
85047,1,41,Male,UK,mobile,iOS,Ads,4,1,0,0,0,0
22274,0,35,Female,UK,mobile,android,Seo,7,1,1,1,0,0
21558,0,24,Male,US,desktop,windows,Direct,6,1,1,0,0,0
42205,0,22,Female,Germany,mobile,android,Direct,3,1,1,1,0,0
8353,1,19,Female,US,desktop,windows,Seo,9,1,1,0,0,0
59611,0,23,Male,China,desktop,windows,Direct,7,1,0,0,0,0
7755,0,34,Female,China,mobile,other,Direct,5,1,1,1,0,0
27706,0,17,Female,China,desktop,windows,Direct,13,1,1,0,0,0
54268,0,40,Female,US,desktop,windows,Direct,8,1,1,1,0,0
70936,0,47,Female,UK,desktop,mac,Direct,4,1,1,1,0,0
34258,0,20,Male,UK,mobile,android,Direct,2,1,0,0,0,0
39014,0,20,Female,US,desktop,windows,Seo,5,1,1,0,0,0
2143,0,32,Female,Germany,desktop,windows,Direct,10,1,0,0,0,0
24263,0,22,Female,US,desktop,mac,Ads,9,1,1,1,0,0
69035,1,19,Female,UK,mobile,iOS,Ads,4,1,1,1,0,0
47783,0,22,Female,China,mobile,iOS,Direct,8,1,1,1,0,0
42691,1,51,Male,China,mobile,android,Seo,3,1,0,0,0,0
85962,1,25,Male,China,desktop,windows,Seo,3,1,1,1,0,0
47774,1,18,Male,China,desktop,mac,Seo,4,1,1,1,0,0
77708,0,33,Female,US,desktop,mac,Direct,10,1,1,0,0,0
29813,1,22,Female,US,mobile,android,Seo,7,1,1,1,0,0
2759,0,20,Male,US,mobile,android,Direct,4,1,1,1,0,0
64219,1,41,Male,China,mobile,android,Seo,6,1,1,0,0,0
5841,0,17,Female,China,mobile,other,Ads,3,1,0,0,0,0
41624,0,36,Female,China,mobile,other,Direct,4,1,0,0,0,0
9732,0,49,Male,US,mobile,iOS,Direct,3,1,1,1,0,0
3596,0,44,Female,UK,desktop,mac,Seo,1,1,0,0,0,0
44922,1,26,Male,US,mobile,other,Seo,17,1,0,0,0,0
22714,0,40,Male,US,desktop,windows,Direct,4,1,1,0,0,0
8889,1,28,Female,US,mobile,android,Ads,6,1,0,0,0,0
56937,0,20,Female,China,mobile,iOS,Direct,6,1,0,0,0,0
75019,1,32,Female,US,desktop,windows,Ads,5,1,1,1,0,0
25052,0,49,Male,US,mobile,android,Direct,3,1,1,1,0,0
54791,0,26,Male,US,desktop,windows,Direct,5,1,1,1,1,0
4668,0,42,Male,US,mobile,android,Direct,3,1,0,0,0,0
7634,0,35,Female,US,desktop,windows,Direct,3,1,1,0,0,0
50749,1,24,Female,US,mobile,iOS,Ads,7,1,0,0,0,0
74769,0,30,Female,China,desktop,windows,Direct,19,1,1,1,1,1
26990,0,20,Male,UK,desktop,windows,Direct,5,1,1,0,0,0
26157,1,34,Male,US,mobile,android,Ads,18,1,1,1,0,0
33192,0,29,Female,UK,mobile,iOS,Seo,16,1,1,1,1,0
20008,0,23,Female,UK,mobile,iOS,Direct,2,1,1,0,0,0
86305,1,35,Female,US,mobile,android,Seo,2,1,1,0,0,0
73757,0,35,Male,US,mobile,android,Direct,5,1,1,1,0,0
10731,1,24,Female,UK,mobile,android,Seo,5,1,1,1,0,0
71585,1,26,Female,China,mobile,iOS,Seo,5,1,0,0,0,0
88667,1,26,Male,Germany,desktop,windows,Seo,4,1,1,1,0,0
23982,0,22,Male,US,mobile,android,Direct,1,1,0,0,0,0
8316,0,36,Male,US,desktop,windows,Direct,11,1,1,0,0,0
19078,0,29,Female,Germany,desktop,mac,Seo,22,1,1,1,1,1
61623,0,36,Female,US,mobile,android,Direct,8,1,1,1,0,0
68492,0,21,Female,China,desktop,mac,Direct,9,1,1,0,0,0
88666,0,22,Female,US,desktop,windows,Ads,3,1,1,1,0,0
63354,0,29,Male,China,desktop,linux,Direct,4,1,0,0,0,0
63198,0,39,Male,US,mobile,android,Direct,3,1,1,1,0,0
20341,0,19,Female,UK,desktop,windows,Direct,3,1,1,1,0,0
57856,0,34,Female,China,desktop,windows,Direct,3,1,1,1,0,0
2890,0,46,Female,US,mobile,iOS,Direct,5,1,1,1,0,0
5695,0,35,Female,China,desktop,windows,Direct,2,1,1,0,0,0
58235,0,33,Female,US,mobile,other,Ads,2,1,0,0,0,0
27226,0,39,Female,US,desktop,windows,Direct,3,1,1,1,0,0
84667,1,33,Female,US,mobile,iOS,Seo,17,1,1,0,0,0
58791,1,37,Male,US,desktop,mac,Seo,3,1,0,0,0,0
3479,0,28,Female,UK,desktop,windows,Direct,5,1,0,0,0,0
57629,0,38,Female,US,desktop,windows,Direct,6,1,1,1,0,0
49891,0,31,Male,UK,desktop,windows,Direct,9,1,1,1,0,0
11173,0,22,Female,UK,desktop,mac,Direct,10,1,1,0,0,0
67318,0,21,Female,UK,mobile,iOS,Direct,7,1,1,1,0,0
1633,0,40,Female,US,mobile,other,Direct,5,1,0,0,0,0
56979,1,38,Female,US,mobile,iOS,Seo,9,1,1,1,0,0
87066,0,18,Male,US,mobile,iOS,Ads,3,1,1,1,0,0
67320,1,31,Female,US,desktop,windows,Seo,5,1,1,1,0,0
78631,1,37,Female,UK,desktop,windows,Direct,3,1,1,1,0,0
70293,0,26,Female,US,desktop,windows,Direct,3,1,1,0,0,0
6405,0,46,Female,China,mobile,android,Direct,1,1,0,0,0,0
5623,0,35,Male,US,mobile,android,Direct,3,1,1,1,0,0
75819,0,30,Male,US,mobile,android,Direct,5,1,1,1,0,0
73473,0,37,Female,China,desktop,mac,Ads,4,1,1,1,1,0
72673,0,39,Female,China,desktop,windows,Direct,3,1,1,1,0,0
80607,0,22,Female,UK,mobile,other,Direct,4,1,1,0,0,0
68137,0,21,Female,Germany,desktop,mac,Direct,3,1,1,1,0,0
70522,0,36,Male,US,desktop,windows,Direct,4,1,1,1,0,0
75632,0,43,Male,US,desktop,windows,Direct,8,1,1,1,0,0
48576,0,38,Female,China,mobile,iOS,Direct,3,1,1,1,0,0
30002,0,22,Female,China,mobile,iOS,Direct,4,1,0,0,0,0
19323,0,44,Female,US,mobile,iOS,Direct,5,1,1,0,0,0
70199,1,20,Female,US,mobile,iOS,Direct,4,1,1,1,0,0
39156,1,42,Female,US,mobile,android,Ads,9,1,1,1,0,0
50713,0,20,Female,US,desktop,windows,Direct,9,1,0,0,0,0
51195,1,26,Female,China,mobile,other,Seo,2,1,1,0,0,0
45380,0,20,Female,China,mobile,android,Direct,4,1,1,1,1,0
12102,0,38,Male,US,mobile,android,Direct,2,1,1,0,0,0
33119,0,25,Male,China,desktop,windows,Direct,3,1,1,1,0,0
19254,0,25,Male,US,mobile,iOS,Seo,4,1,1,1,1,0
72088,0,26,Female,US,desktop,mac,Direct,4,1,1,1,0,0
11273,1,29,Female,US,desktop,windows,Seo,5,1,0,0,0,0
26387,0,49,Female,US,desktop,mac,Direct,9,1,1,1,0,0
53964,1,25,Female,China,desktop,windows,Ads,3,1,1,1,0,0
19017,0,26,Male,US,desktop,windows,Direct,8,1,1,1,0,0
54306,0,19,Female,US,desktop,windows,Direct,7,1,1,1,0,0
39172,0,50,Female,US,mobile,android,Ads,11,1,0,0,0,0
58719,1,28,Female,Germany,mobile,iOS,Seo,6,1,1,0,0,0
44414,1,33,Female,Germany,mobile,iOS,Ads,5,1,1,0,0,0
47275,1,23,Female,UK,desktop,windows,Seo,2,1,1,0,0,0
4747,0,41,Female,US,mobile,iOS,Seo,4,1,1,1,0,0
55547,0,31,Female,UK,mobile,other,Direct,7,1,1,0,0,0
40891,0,25,Female,Germany,mobile,iOS,Direct,23,1,1,1,1,1
28978,1,33,Female,UK,mobile,iOS,Seo,3,1,1,1,0,0
12810,0,20,Female,China,mobile,android,Direct,5,1,1,1,0,0
4276,0,45,Female,US,mobile,other,Seo,4,1,1,1,0,0
34899,0,21,Female,US,mobile,iOS,Direct,18,1,1,1,1,1
30765,0,30,Male,Germany,desktop,windows,Direct,3,1,1,1,0,0
86374,0,24,Female,US,desktop,windows,Direct,3,1,1,1,0,0
48883,0,32,Male,US,mobile,iOS,Direct,1,1,0,0,0,0
7636,0,24,Female,US,mobile,iOS,Seo,14,1,1,0,0,0
45756,0,20,Male,UK,mobile,android,Direct,7,1,1,1,0,0
75074,0,39,Female,US,mobile,iOS,Direct,6,1,1,0,0,0
594,0,38,Female,China,desktop,windows,Direct,3,1,1,1,0,0
72876,0,29,Female,UK,desktop,mac,Seo,4,1,1,0,0,0
18418,1,39,Female,US,mobile,iOS,Ads,6,1,1,1,1,0
84120,0,27,Male,US,mobile,iOS,Direct,2,1,0,0,0,0
29689,0,19,Male,US,mobile,iOS,Seo,3,1,1,1,0,0
43123,0,18,Female,China,mobile,iOS,Direct,4,1,1,1,1,0
79926,1,27,Male,UK,desktop,windows,Seo,3,1,1,1,0,0
70754,0,29,Female,US,desktop,mac,Ads,4,1,1,1,0,0
20210,0,22,Female,US,desktop,windows,Direct,3,1,1,1,0,0
30847,0,50,Male,US,mobile,iOS,Direct,13,1,1,1,0,0
5550,0,30,Female,US,mobile,android,Direct,8,1,1,1,0,0
58407,1,36,Male,US,mobile,iOS,Seo,3,1,1,1,0,0
75843,1,21,Female,US,desktop,windows,Direct,4,1,1,1,0,0
82977,0,36,Male,China,desktop,windows,Direct,6,1,1,0,0,0
61173,0,35,Female,US,mobile,iOS,Direct,2,1,1,0,0,0
26668,1,31,Female,US,mobile,android,Ads,6,1,1,1,1,0
27540,0,41,Male,US,mobile,android,Direct,6,1,1,1,0,0
36191,0,25,Female,China,desktop,windows,Direct,5,1,1,1,0,0
88851,0,31,Male,US,desktop,windows,Direct,4,1,1,1,0,0
82950,0,25,Female,US,mobile,android,Direct,3,1,1,0,0,0
83525,0,47,Female,UK,mobile,android,Direct,9,1,0,0,0,0
24773,0,27,Male,US,mobile,iOS,Direct,2,1,0,0,0,0
9118,1,38,Male,UK,mobile,iOS,Ads,5,1,1,1,0,0
37642,0,29,Female,US,mobile,android,Direct,9,1,1,1,0,0
17246,1,20,Female,US,desktop,windows,Seo,20,1,0,0,0,0
88350,1,28,Male,UK,mobile,other,Seo,3,1,1,1,0,0
18820,0,24,Female,US,mobile,iOS,Direct,19,1,1,1,1,1
38987,0,44,Male,US,mobile,android,Direct,3,1,1,1,0,0
32109,1,38,Female,US,mobile,android,Seo,7,1,1,1,0,0
69406,0,31,Female,US,desktop,windows,Direct,3,1,0,0,0,0
1107,1,37,Female,US,mobile,iOS,Seo,7,1,1,1,0,0
45736,1,32,Female,US,mobile,iOS,Seo,4,1,0,0,0,0
34621,1,31,Female,US,mobile,iOS,Seo,5,1,1,1,0,0
59160,1,42,Male,China,mobile,android,Seo,6,1,1,1,0,0
82191,0,27,Female,China,mobile,android,Direct,2,1,0,0,0,0
10559,0,26,Female,US,mobile,android,Direct,2,1,1,0,0,0
26583,1,33,Male,US,mobile,android,Seo,2,1,1,0,0,0
28492,1,24,Female,China,mobile,android,Seo,10,1,1,1,0,0
628,1,32,Male,US,desktop,windows,Ads,3,1,1,1,0,0
87224,0,17,Female,UK,desktop,windows,Direct,6,1,1,1,0,0
73347,0,24,Female,Germany,mobile,android,Direct,3,1,1,1,0,0
53010,0,26,Female,US,mobile,android,Direct,6,1,1,1,0,0
10374,0,44,Female,US,desktop,mac,Direct,4,1,0,0,0,0
10280,0,19,Male,China,mobile,android,Direct,6,1,0,0,0,0
33886,0,25,Female,China,desktop,windows,Ads,5,1,1,0,0,0
65643,0,27,Female,US,mobile,iOS,Direct,10,1,1,1,1,0
61628,0,39,Female,US,mobile,iOS,Direct,3,1,1,1,0,0
82298,1,44,Female,US,desktop,windows,Direct,3,1,1,1,0,0
85889,1,26,Female,China,mobile,iOS,Seo,6,1,1,1,0,0
24683,0,50,Male,US,desktop,mac,Direct,7,1,0,0,0,0
43390,0,25,Male,UK,mobile,iOS,Direct,2,1,1,0,0,0
57216,1,17,Female,China,desktop,windows,Seo,3,1,1,1,0,0
39069,1,20,Female,China,mobile,android,Seo,3,1,1,1,0,0
14478,0,48,Male,US,desktop,windows,Direct,4,1,1,0,0,0
6056,0,39,Male,US,mobile,iOS,Direct,7,1,1,1,0,0
79973,0,41,Female,US,desktop,mac,Direct,4,1,1,1,0,0
27964,0,28,Female,US,mobile,iOS,Direct,4,1,1,0,0,0
50822,0,51,Male,US,mobile,iOS,Direct,4,1,1,1,1,0
44522,1,23,Male,UK,desktop,windows,Ads,10,1,0,0,0,0
5332,0,35,Male,US,mobile,iOS,Direct,5,1,1,1,0,0
46425,1,41,Female,Germany,desktop,mac,Ads,3,1,1,1,0,0
81195,0,31,Female,Germany,mobile,iOS,Direct,16,1,1,1,1,0
60039,0,42,Female,UK,mobile,iOS,Ads,4,1,1,1,0,0
28444,0,23,Male,China,mobile,android,Direct,10,1,1,0,0,0
67975,1,48,Female,US,mobile,android,Ads,8,1,0,0,0,0
19932,0,35,Female,US,mobile,android,Direct,3,1,1,1,0,0
28360,0,28,Female,US,mobile,iOS,Direct,3,1,0,0,0,0
31811,1,24,Male,US,desktop,mac,Seo,7,1,1,1,0,0
30419,0,23,Female,US,mobile,other,Direct,8,1,1,0,0,0
86929,0,27,Male,US,mobile,iOS,Direct,2,1,0,0,0,0
1841,0,18,Male,US,desktop,windows,Direct,7,1,1,1,0,0
10846,0,22,Female,US,mobile,iOS,Direct,6,1,1,1,0,0
26318,0,39,Female,UK,mobile,iOS,Direct,4,1,1,1,0,0
68730,0,43,Female,Germany,mobile,iOS,Direct,5,1,1,1,0,0
37982,0,20,Male,US,desktop,mac,Ads,7,1,0,0,0,0
63325,0,31,Female,US,desktop,windows,Direct,3,1,1,1,0,0
82339,0,23,Male,US,desktop,mac,Direct,3,1,0,0,0,0
14754,0,21,Female,UK,mobile,android,Direct,8,1,1,1,0,0
51487,0,36,Female,US,desktop,windows,Direct,10,1,1,1,0,0
80974,0,18,Female,Germany,desktop,windows,Direct,8,1,0,0,0,0
5644,1,40,Female,US,desktop,windows,Seo,13,1,1,0,0,0
71229,0,31,Female,China,mobile,iOS,Direct,3,1,1,0,0,0
39306,0,30,Female,China,mobile,android,Seo,1,1,0,0,0,0
73246,0,20,Female,US,mobile,android,Direct,4,1,1,0,0,0
23006,1,29,Female,US,mobile,iOS,Seo,3,1,1,1,0,0
16917,0,19,Female,UK,mobile,android,Direct,2,1,0,0,0,0
54194,0,38,Male,US,mobile,android,Seo,2,1,0,0,0,0
5425,0,37,Female,US,mobile,iOS,Direct,2,1,1,0,0,0
62574,0,27,Male,US,desktop,windows,Direct,3,1,1,1,0,0
57521,0,20,Female,China,desktop,mac,Direct,5,1,0,0,0,0
57214,0,40,Female,US,mobile,android,Direct,3,1,1,0,0,0
25280,0,18,Male,US,mobile,android,Direct,3,1,1,1,0,0
50687,0,28,Male,US,desktop,windows,Direct,3,1,1,1,0,0
41266,1,37,Male,US,mobile,iOS,Seo,3,1,1,1,0,0
26520,1,22,Female,China,mobile,iOS,Seo,3,1,1,0,0,0
36286,0,28,Female,UK,mobile,android,Direct,19,1,1,1,1,1
22357,1,18,Female,US,desktop,windows,Seo,5,1,1,1,0,0
39957,0,47,Female,UK,mobile,iOS,Direct,6,1,1,1,0,0
50516,1,33,Female,US,desktop,windows,Direct,6,1,1,1,0,0
35944,1,30,Male,US,mobile,android,Ads,4,1,1,1,1,0
3628,1,33,Male,China,desktop,mac,Seo,3,1,1,1,0,0
5132,0,19,Male,US,mobile,android,Direct,7,1,1,1,0,0
33897,1,50,Male,UK,mobile,android,Seo,3,1,1,1,0,0
15853,0,24,Female,US,desktop,windows,Direct,14,1,1,1,0,0
54978,0,24,Female,US,desktop,windows,Direct,2,1,0,0,0,0
8101,0,22,Female,US,desktop,windows,Direct,1,1,0,0,0,0
41767,0,20,Male,US,desktop,windows,Direct,4,1,1,1,0,0
8746,0,21,Female,US,mobile,android,Ads,3,1,1,1,0,0
40931,0,18,Female,UK,desktop,mac,Seo,7,1,0,0,0,0
53898,1,20,Male,US,mobile,iOS,Seo,5,1,0,0,0,0
50667,1,43,Female,UK,mobile,iOS,Ads,3,1,1,1,0,0
11770,0,39,Male,UK,mobile,android,Direct,4,1,0,0,0,0
3351,1,34,Female,US,mobile,android,Direct,5,1,1,0,0,0
17506,0,31,Female,US,desktop,windows,Direct,3,1,1,0,0,0
34734,0,25,Female,US,mobile,iOS,Direct,2,1,1,0,0,0
13970,0,32,Female,US,desktop,windows,Direct,12,1,1,1,1,0
61070,1,23,Male,US,desktop,windows,Seo,3,1,1,1,0,0
58852,0,24,Female,US,mobile,iOS,Ads,4,1,1,1,0,0
19756,1,24,Male,US,mobile,android,Ads,6,1,0,0,0,0
29926,0,23,Female,US,mobile,android,Direct,2,1,1,0,0,0
1696,0,24,Female,US,mobile,android,Seo,7,1,1,1,0,0
21442,0,36,Male,US,desktop,windows,Seo,5,1,0,0,0,0
7742,0,31,Female,China,mobile,android,Direct,1,1,0,0,0,0
34948,1,20,Female,US,mobile,iOS,Direct,3,1,1,1,0,0
13292,0,36,Male,UK,mobile,android,Seo,5,1,1,0,0,0
18611,0,28,Female,UK,desktop,windows,Direct,7,1,1,1,0,0
65484,0,36,Male,US,mobile,iOS,Direct,1,1,0,0,0,0
83011,0,37,Male,US,desktop,windows,Direct,6,1,1,1,0,0
46877,1,27,Female,US,desktop,windows,Seo,5,1,1,0,0,0
52248,1,20,Male,China,mobile,iOS,Seo,5,1,0,0,0,0
13779,1,17,Male,China,mobile,android,Seo,2,1,1,0,0,0
74404,0,20,Female,US,mobile,iOS,Direct,4,1,1,1,1,0
10553,1,35,Female,US,desktop,windows,Direct,3,1,1,1,0,0
75468,1,22,Male,Germany,mobile,iOS,Ads,11,1,1,0,0,0
41842,0,24,Male,US,mobile,iOS,Direct,8,1,1,1,1,0
54827,1,21,Female,China,desktop,mac,Seo,18,1,1,1,1,1
87530,1,40,Male,US,mobile,android,Ads,5,1,1,1,0,0
8737,0,37,Female,China,desktop,mac,Direct,6,1,1,1,0,0
55899,1,32,Female,UK,desktop,windows,Seo,5,1,1,1,0,0
73791,0,17,Female,China,mobile,android,Direct,8,1,1,1,0,0
27054,0,31,Female,US,mobile,iOS,Direct,5,1,0,0,0,0
41191,0,23,Female,UK,mobile,android,Ads,7,1,0,0,0,0
21191,0,46,Female,US,mobile,iOS,Direct,3,1,1,1,0,0
67785,1,18,Male,US,mobile,android,Seo,8,1,1,1,0,0
18565,0,30,Female,Germany,desktop,windows,Direct,5,1,1,1,0,0
20066,0,21,Female,US,mobile,android,Direct,5,1,1,0,0,0
18001,1,33,Female,US,mobile,iOS,Seo,5,1,1,1,0,0
24252,0,25,Female,US,desktop,windows,Direct,3,1,1,1,0,0
85883,0,38,Female,UK,mobile,other,Direct,13,1,0,0,0,0
73741,0,27,Female,US,mobile,android,Direct,4,1,1,0,0,0
