user_id,new_user,age,sex,country,device,operative_system,source,total_pages_visited
901267,0,21,Female,US,mobile,iOS,Direct,17
804902,1,44,Male,US,mobile,android,Ads,18
618517,1,44,Female,US,desktop,windows,Seo,3
276595,1,44,Female,China,mobile,android,Ads,8
956600,1,44,Female,UK,mobile,iOS,Direct,7
739799,0,44,Male,UK,desktop,windows,Seo,1
847701,0,44,Male,UK,mobile,iOS,Direct,3
431093,1,44,Female,US,mobile,android,Ads,3
348090,1,44,Female,China,mobile,iOS,Ads,3
956997,0,44,Female,UK,mobile,iOS,Direct,5
338617,0,44,Female,Germany,mobile,other,Direct,2
773150,0,44,Female,China,mobile,other,Ads,1
213816,1,44,Female,China,mobile,iOS,Seo,6
989003,0,44,Female,US,mobile,iOS,Direct,4
284909,1,44,Male,US,desktop,windows,Ads,3
741467,0,44,Female,UK,mobile,iOS,Direct,4
349191,1,44,Female,US,mobile,android,Ads,4
901143,0,44,Female,US,mobile,iOS,Direct,12
498736,0,44,Female,US,desktop,windows,Direct,2
218909,0,44,Female,US,desktop,windows,Direct,2
287086,1,44,Female,US,desktop,windows,Seo,4
374204,0,44,Female,China,mobile,android,Direct,9
999957,1,44,Female,Germany,desktop,mac,Seo,2
345731,0,44,Female,UK,desktop,windows,Direct,3
206036,0,44,Female,China,mobile,other,Direct,6
947797,1,44,Male,China,mobile,iOS,Seo,9
758391,1,44,Female,China,mobile,other,Ads,4
101740,0,44,Male,US,desktop,windows,Direct,3
740555,1,44,Male,China,desktop,windows,Seo,5
709953,1,44,Female,US,desktop,windows,Direct,6
123839,1,44,Male,US,desktop,linux,Ads,11
949966,1,44,Female,China,mobile,android,Seo,2
723937,0,44,Male,US,desktop,windows,Direct,6
521907,1,44,Male,China,mobile,android,Seo,6
351778,0,44,Female,China,mobile,iOS,Seo,2
315027,0,44,Female,US,desktop,windows,Seo,3
422977,0,44,Female,US,mobile,android,Seo,3
552139,0,31,Female,China,mobile,iOS,Direct,17
328631,1,44,Female,UK,mobile,iOS,Seo,5
418711,0,44,Male,US,mobile,android,Direct,4
384273,0,44,Male,US,mobile,iOS,Direct,4
693934,0,44,Male,US,mobile,iOS,Direct,3
924794,0,44,Male,US,mobile,android,Direct,5
383736,1,44,Male,US,desktop,windows,Seo,10
34773,1,44,Male,US,desktop,windows,Ads,5
933341,0,44,Female,US,desktop,windows,Direct,6
806437,0,44,Female,US,desktop,windows,Direct,4
734512,0,44,Female,US,mobile,iOS,Direct,3
189554,0,44,Female,US,mobile,iOS,Direct,8
437289,0,44,Female,China,desktop,,Direct,5
829105,1,44,Male,US,desktop,windows,Ads,4
507172,1,44,Female,US,desktop,windows,Direct,7
38214,0,44,Female,Germany,mobile,iOS,Seo,3
746292,0,44,Female,US,mobile,iOS,Direct,5
581891,1,44,Female,US,desktop,mac,Ads,6
288763,1,44,Male,US,desktop,windows,Seo,8
602538,0,44,Female,China,desktop,windows,Direct,7
369737,1,44,Male,US,desktop,windows,Seo,3
593124,1,44,Male,China,mobile,android,Ads,3
171692,0,44,Male,US,mobile,iOS,Direct,2
718633,1,44,Female,China,mobile,iOS,Seo,6
161464,1,44,Male,China,desktop,windows,Ads,4
467310,1,44,Male,US,mobile,iOS,Seo,5
952015,1,44,Female,US,mobile,iOS,Seo,6
895429,0,44,Male,US,mobile,iOS,Seo,5
437726,0,44,Female,US,mobile,iOS,Direct,2
640420,0,44,Female,UK,mobile,iOS,Direct,8
157739,0,44,Male,US,mobile,android,Seo,8
635257,1,44,Male,Germany,desktop,mac,Seo,4
197267,0,44,Female,US,mobile,android,Direct,3
888437,1,44,Male,US,mobile,iOS,Seo,8
953602,0,44,Male,China,mobile,android,Ads,3
675194,1,44,Male,UK,mobile,iOS,Ads,3
382787,0,44,Female,US,mobile,iOS,Seo,5
503829,1,44,Male,US,mobile,iOS,Seo,6
354890,1,44,Female,US,mobile,android,Seo,3
270610,0,44,Male,US,desktop,windows,Seo,4
316959,0,44,Male,China,mobile,android,Direct,2
52388,0,44,Female,US,mobile,iOS,Direct,2
201924,0,44,Female,US,mobile,android,Direct,4
860936,1,44,Female,UK,mobile,android,Seo,7
940291,1,44,Male,US,mobile,android,Seo,3
471048,0,44,Female,US,desktop,windows,Direct,8
450001,1,44,Male,US,mobile,android,Seo,2
151298,0,44,Female,Germany,mobile,android,Direct,10
393437,0,44,Male,China,mobile,android,Ads,2
315179,1,44,Male,UK,desktop,windows,Seo,3
584083,0,44,Female,China,desktop,windows,Direct,2
614645,1,43,Male,US,mobile,iOS,Seo,3
403460,1,43,Female,US,mobile,android,Seo,8
415761,0,43,Female,US,desktop,mac,Direct,6
919914,0,43,Female,US,mobile,iOS,Direct,4
48243,1,43,Female,US,mobile,other,Seo,3
986180,0,43,Male,US,desktop,windows,Direct,4
422351,0,43,Male,US,mobile,iOS,Direct,4
74982,0,43,Female,UK,desktop,windows,Direct,3
620418,1,43,Male,US,mobile,iOS,Ads,3
747844,0,43,Male,US,mobile,iOS,Direct,4
615857,0,43,Male,UK,desktop,windows,Direct,4
432524,0,43,Female,US,desktop,windows,Direct,4
875827,0,43,Male,China,desktop,windows,Direct,3
996272,1,43,Male,China,mobile,other,Ads,4
650817,0,43,Female,UK,mobile,other,Direct,6
394500,0,43,Male,China,mobile,android,Direct,4
504057,0,43,Male,US,desktop,windows,Direct,8
832146,0,25,Female,US,mobile,android,Direct,5
51603,0,43,Female,US,mobile,iOS,Direct,9
262760,0,43,Female,US,mobile,android,Direct,2
46916,0,43,Female,US,mobile,other,Direct,9
7863,0,43,Male,China,desktop,windows,Direct,2
320834,1,43,Male,UK,desktop,windows,Ads,21
880089,0,43,Male,US,mobile,android,Direct,6
261708,0,43,Male,US,desktop,windows,Direct,7
632726,0,43,Female,US,mobile,other,Direct,2
121285,0,43,Female,US,mobile,android,Direct,4
407051,1,43,Male,US,mobile,android,Seo,6
231603,0,43,Male,Germany,mobile,iOS,Direct,3
807990,0,43,Male,China,mobile,android,Direct,4
797462,0,43,Female,US,mobile,iOS,Direct,6
772932,0,43,Male,US,mobile,iOS,Direct,1
317575,0,43,Male,US,mobile,iOS,Direct,6
945057,1,43,Male,US,desktop,windows,Ads,6
220097,1,43,Female,UK,desktop,windows,Seo,4
255161,1,43,Male,US,desktop,windows,Seo,14
440189,1,43,Female,US,mobile,android,Seo,3
218816,1,43,Male,US,mobile,iOS,Seo,4
374594,1,43,Male,US,mobile,android,Seo,2
708123,1,43,Female,US,desktop,windows,Seo,2
598065,0,43,Male,US,mobile,iOS,Direct,6
479742,0,43,Female,US,mobile,iOS,Seo,3
699649,0,43,Male,US,mobile,iOS,Seo,6
574312,1,25,Female,US,mobile,iOS,Seo,9
2903,0,43,Female,US,desktop,mac,Ads,3
697201,0,43,Male,UK,mobile,iOS,Direct,3
732566,1,43,Male,UK,mobile,android,Ads,5
893519,0,43,Male,US,mobile,android,Direct,3
943747,0,43,Male,China,desktop,windows,Direct,11
79133,0,43,Female,US,desktop,windows,Direct,6
469106,1,43,Male,China,mobile,android,Ads,9
570082,0,43,Male,UK,desktop,windows,Direct,3
20259,1,43,Male,UK,mobile,android,Direct,2
532538,0,43,Male,US,mobile,iOS,Direct,4
895916,1,43,Female,US,mobile,other,Seo,2
241385,1,43,Female,US,desktop,windows,Seo,6
755789,1,43,Male,China,mobile,other,Seo,5
909028,1,43,Female,China,mobile,android,Ads,12
278889,1,43,Male,UK,desktop,mac,Seo,1
302455,1,43,Female,China,desktop,windows,Seo,18
160469,0,43,Male,US,desktop,mac,Direct,4
891692,0,43,Male,US,mobile,other,Direct,7
642808,0,43,Female,US,mobile,other,Ads,4
171871,0,43,Male,China,desktop,windows,Direct,6
457989,0,43,Female,US,mobile,iOS,Direct,7
504764,0,43,Female,US,mobile,android,Direct,3
198308,1,43,Female,US,mobile,iOS,Seo,6
516134,0,43,Male,US,mobile,iOS,Direct,9
815516,0,43,Female,US,desktop,mac,Direct,9
542539,0,43,Male,US,desktop,windows,Direct,3
147023,1,43,Male,China,mobile,iOS,Ads,6
423418,0,43,Male,US,mobile,iOS,Direct,9
50206,0,43,Male,US,mobile,iOS,Direct,8
676644,0,43,Male,Germany,mobile,iOS,Direct,1
660742,0,43,Female,US,mobile,iOS,Ads,4
417333,0,43,Female,China,mobile,iOS,Direct,3
102729,0,43,Female,US,desktop,windows,Direct,2
875459,0,43,Male,China,mobile,other,Direct,5
576244,1,43,Female,US,desktop,windows,Seo,3
487611,0,43,Male,China,desktop,linux,Ads,5
766075,0,43,Female,US,mobile,other,Seo,5
240881,1,43,Female,US,mobile,android,Seo,7
178922,0,43,Female,US,mobile,iOS,Direct,5
596721,0,43,Male,US,mobile,iOS,Seo,2
389246,0,43,Female,US,mobile,iOS,Direct,14
495352,0,43,,US,mobile,iOS,Direct,7
399267,0,43,Male,China,mobile,android,Direct,2
904987,1,43,Male,China,mobile,other,Seo,5
25836,0,43,Male,US,mobile,iOS,Direct,5
939179,1,43,Female,US,desktop,windows,Direct,6
803881,0,43,Female,China,mobile,iOS,Direct,2
388139,0,43,Male,China,desktop,linux,Direct,5
678005,1,43,Male,US,mobile,other,Seo,3
958276,0,43,Female,US,mobile,iOS,Ads,3
251559,0,43,Female,US,mobile,other,Direct,8
842473,1,43,Male,US,mobile,android,Ads,3
301877,1,43,Male,China,desktop,windows,Direct,3
94520,0,43,Female,UK,mobile,android,Seo,3
827293,0,43,Male,Germany,desktop,windows,Direct,3
382900,1,43,Male,UK,mobile,iOS,Ads,6
96460,0,43,Female,US,desktop,windows,Seo,3
460438,0,43,Male,US,desktop,windows,Direct,8
922203,0,43,Female,UK,desktop,windows,Direct,2
129644,0,43,Female,US,mobile,iOS,Ads,3
408902,0,43,Male,UK,mobile,iOS,Ads,6
933507,0,43,Female,UK,desktop,windows,Direct,3
232515,0,43,Male,China,mobile,android,Seo,9
112184,0,43,Male,China,mobile,iOS,Direct,5
793474,0,43,Female,China,mobile,iOS,Direct,5
349971,1,43,Female,Germany,mobile,android,Ads,9
162502,1,43,Male,US,mobile,other,Seo,1
380812,0,43,Female,US,desktop,windows,Direct,8
810929,0,43,Female,China,mobile,android,Direct,3
113273,0,43,Male,US,desktop,linux,Direct,7
834935,1,43,Female,US,mobile,android,Ads,5
890732,0,43,Male,US,mobile,android,Direct,6
881026,0,44,Female,US,desktop,windows,Direct,18
275099,0,43,Female,China,desktop,windows,Direct,12
195027,0,43,Female,US,desktop,windows,Direct,5
375988,0,43,Female,Germany,mobile,other,Direct,3
533272,0,43,Male,China,mobile,iOS,Direct,4
302352,1,43,Male,US,mobile,other,Seo,2
839236,0,43,Male,US,mobile,iOS,Direct,3
695326,0,43,Female,US,mobile,android,Direct,4
230985,1,43,Male,UK,mobile,iOS,Seo,12
283452,0,43,Female,UK,desktop,windows,Direct,6
767099,0,43,Female,UK,mobile,iOS,Direct,7
388845,0,43,Male,China,mobile,other,Direct,3
25811,1,43,Male,China,desktop,linux,Ads,1
419421,0,42,Male,China,desktop,windows,Direct,5
82995,1,42,Male,US,mobile,android,Seo,7
353373,0,42,Female,US,mobile,iOS,Direct,1
594580,0,42,Female,US,desktop,windows,Seo,6
660496,0,42,Female,UK,desktop,windows,Direct,5
26553,1,42,Female,UK,mobile,iOS,Seo,21
744560,0,42,Female,US,mobile,android,Direct,3
169323,0,42,Male,UK,mobile,iOS,Direct,7
471727,0,42,Male,US,mobile,iOS,Ads,4
171891,0,19,Female,US,desktop,mac,Direct,24
420642,0,42,Female,US,mobile,iOS,Direct,4
500207,0,42,Female,US,mobile,android,Direct,9
828998,0,42,Female,China,mobile,iOS,Direct,7
602711,1,42,Female,US,mobile,other,Ads,2
245062,0,42,Male,US,desktop,windows,Seo,4
858348,0,42,Male,China,desktop,windows,Seo,3
918922,0,42,Male,Germany,mobile,iOS,Direct,6
237268,1,42,Female,US,desktop,windows,Seo,4
252857,0,42,Female,US,desktop,mac,Direct,4
903149,1,42,Male,UK,mobile,android,Seo,5
521557,1,42,Male,US,mobile,other,Seo,5
317974,1,42,Male,China,mobile,android,Ads,4
764878,0,42,Female,US,desktop,windows,Direct,16
178507,0,42,Male,UK,mobile,iOS,Direct,8
535536,1,42,Male,US,desktop,mac,Seo,7
464124,0,42,Female,US,mobile,other,Direct,22
928994,0,42,Male,US,desktop,windows,Direct,4
960604,0,42,Male,US,desktop,windows,Direct,4
523997,0,42,Male,US,mobile,iOS,Seo,2
598598,0,42,Female,US,mobile,android,Direct,8
484974,1,42,Male,US,mobile,iOS,Seo,8
636969,0,42,Female,Germany,mobile,android,Direct,6
886634,0,42,Female,UK,mobile,iOS,Direct,6
941718,1,42,Female,US,mobile,android,Seo,3
118470,0,42,Female,UK,desktop,windows,Ads,3
83001,1,42,Male,UK,mobile,android,Seo,4
530,0,42,Female,US,desktop,windows,Direct,6
193595,1,42,Male,China,desktop,windows,Ads,3
812104,1,42,Female,US,desktop,mac,Ads,19
573366,0,42,Male,US,mobile,iOS,Direct,3
300449,0,42,Female,Germany,desktop,windows,Direct,1
788491,0,42,Male,Germany,desktop,windows,Direct,3
163569,0,42,Female,US,desktop,windows,Direct,8
43238,0,42,Male,US,mobile,iOS,Direct,9
534798,1,42,Female,UK,mobile,other,Seo,3
465837,1,42,Male,US,mobile,iOS,Seo,2
315090,0,42,Male,US,mobile,android,Direct,5
833601,0,42,Female,US,desktop,windows,Direct,1
842772,0,42,Male,China,mobile,android,Direct,3
53982,0,42,Female,UK,desktop,windows,Direct,2
424827,1,42,Female,China,mobile,iOS,Ads,4
206786,0,42,Female,US,mobile,iOS,Seo,3
195181,0,42,Female,Germany,mobile,iOS,Direct,3
282738,1,42,Male,China,desktop,mac,Seo,5
231034,0,42,Female,Germany,mobile,iOS,Direct,4
444169,0,42,Female,US,mobile,android,Direct,7
518847,0,42,Male,China,mobile,iOS,Direct,4
855385,1,42,Female,UK,desktop,windows,Seo,9
162474,1,42,Female,US,desktop,mac,Ads,2
433637,1,42,Male,US,mobile,android,Seo,3
147054,0,42,Female,US,mobile,android,Direct,4
315094,0,42,Female,US,mobile,iOS,Seo,3
211126,0,42,Male,US,mobile,android,Direct,6
46040,0,42,Female,US,mobile,iOS,Direct,22
531242,0,42,Female,UK,desktop,windows,Seo,6
285500,0,42,Male,UK,desktop,linux,Direct,5
623738,0,42,Male,UK,mobile,android,Direct,5
271148,0,42,Female,US,mobile,iOS,Direct,7
484601,1,42,Female,US,mobile,iOS,Seo,5
284906,0,42,Female,US,desktop,windows,Direct,3
515956,0,42,Male,US,mobile,android,Direct,3
476440,0,42,Female,UK,mobile,iOS,Direct,4
798266,0,42,Male,US,desktop,mac,Ads,8
156423,0,42,Male,US,desktop,windows,Direct,3
599418,0,42,Male,US,desktop,mac,Ads,11
678394,1,42,Female,UK,mobile,android,Seo,7
479190,1,42,Male,US,desktop,windows,Seo,5
12726,1,42,Female,UK,mobile,other,Ads,10
543740,1,42,Female,China,desktop,windows,Seo,10
752371,0,42,Male,US,desktop,windows,Direct,5
504614,0,42,Female,US,desktop,windows,Direct,8
320261,1,42,Female,US,mobile,android,Seo,2
685992,1,42,Female,UK,desktop,windows,Ads,9
398136,0,42,Male,US,mobile,iOS,Direct,3
609433,0,42,Male,US,mobile,android,Seo,3
663528,0,42,Female,UK,mobile,android,Direct,6
344958,0,42,Female,US,desktop,windows,Direct,5
947549,0,42,Male,China,desktop,linux,Direct,3
402299,1,42,Male,US,desktop,linux,Seo,5
497435,0,42,Male,US,mobile,iOS,Direct,7
394760,1,42,Female,US,desktop,windows,Seo,7
350029,0,42,Female,UK,desktop,windows,Direct,13
259967,1,42,Male,US,desktop,windows,Seo,3
44002,0,42,Male,US,mobile,android,Direct,6
378023,1,42,Male,US,mobile,iOS,Ads,3
510227,1,42,Female,US,desktop,windows,Seo,4
839336,0,42,Female,US,desktop,windows,Direct,5
400882,0,42,Male,US,mobile,android,Direct,11
798912,0,42,Male,China,desktop,windows,Direct,3
565524,0,42,Female,UK,desktop,windows,Direct,2
334636,0,42,Male,US,desktop,windows,Seo,3
528133,0,42,Male,US,mobile,android,Direct,4
276935,0,42,Male,US,mobile,iOS,Direct,4
517264,1,42,Female,US,desktop,windows,Ads,4
136054,0,42,Male,UK,desktop,,Direct,3
185323,1,42,Female,US,desktop,windows,Ads,5
441659,0,42,Male,US,desktop,mac,Direct,5
18612,1,42,Male,UK,mobile,android,Direct,9
173844,1,42,Male,US,desktop,windows,Seo,4
801385,0,42,Male,US,desktop,windows,Direct,4
128698,0,42,Female,US,mobile,iOS,Direct,3
980637,0,42,Female,UK,mobile,iOS,Ads,11
274497,1,42,Male,US,mobile,iOS,Seo,4
231889,0,42,Male,US,desktop,windows,Direct,8
396237,0,42,Male,US,mobile,iOS,Direct,11
704868,0,42,Female,China,mobile,iOS,Direct,11
912565,1,42,Female,US,mobile,iOS,Seo,6
137478,0,42,Female,US,mobile,iOS,Ads,10
398242,0,42,Female,US,desktop,windows,Direct,3
70264,1,42,Female,China,desktop,windows,Ads,3
675405,0,42,Female,US,mobile,iOS,Direct,2
839464,1,42,Female,China,desktop,mac,Seo,5
450945,1,42,Male,US,desktop,windows,Seo,7
327069,0,42,Female,US,mobile,android,Direct,4
214087,0,42,Female,US,desktop,mac,Direct,23
822130,0,42,Female,US,mobile,android,Direct,8
479993,0,42,Male,US,desktop,mac,Direct,4
805204,0,42,Male,US,mobile,other,Direct,8
674725,0,42,Female,China,mobile,iOS,Direct,1
158504,0,42,Male,UK,desktop,windows,Ads,3
140134,1,42,Male,UK,mobile,android,Direct,4
553982,0,42,Female,US,desktop,windows,Direct,7
48812,0,42,Male,UK,desktop,windows,Direct,3
307935,1,42,Female,Germany,mobile,iOS,Seo,6
458854,0,42,Female,China,mobile,android,Direct,3
791851,0,42,Male,US,mobile,iOS,Direct,3
265368,1,42,Female,US,desktop,mac,Seo,13
238834,0,42,Female,US,mobile,android,Direct,4
57370,0,42,Male,US,desktop,windows,Direct,9
837062,0,42,Female,US,desktop,windows,Direct,7
457643,1,42,Male,US,mobile,iOS,Seo,4
954410,1,42,Female,China,desktop,windows,Seo,2
420129,0,42,Male,China,mobile,android,Direct,5
268555,0,42,Female,US,desktop,windows,Direct,3
857832,0,42,Male,US,mobile,iOS,Direct,13
416464,0,42,Female,US,desktop,windows,Seo,3
357384,1,42,Female,China,desktop,windows,Seo,5
813383,0,42,Male,China,mobile,android,Direct,6
559567,0,42,Female,UK,mobile,iOS,Ads,5
76843,0,42,Female,US,mobile,android,Direct,2
330062,0,42,Male,China,desktop,windows,Direct,6
775778,0,42,Female,US,desktop,windows,Direct,17
146407,0,42,Female,UK,desktop,windows,Direct,3
407017,0,42,Male,US,desktop,mac,Ads,4
925698,1,42,Female,US,mobile,iOS,Ads,6
568976,0,42,Female,US,mobile,android,Direct,4
493463,0,42,Female,US,desktop,windows,Direct,9
834450,0,42,Female,US,mobile,android,Direct,5
563461,0,42,Male,China,mobile,android,Direct,8
232511,0,42,Male,China,desktop,mac,Direct,6
157878,0,42,Male,US,mobile,other,Direct,6
124352,1,42,Female,China,desktop,windows,Seo,3
515127,0,42,Male,US,mobile,iOS,Direct,8
156427,0,42,Male,UK,mobile,android,Seo,7
774799,0,42,Male,China,mobile,iOS,Direct,2
23141,0,42,Male,US,mobile,iOS,Seo,3
38550,0,41,Male,China,mobile,iOS,Direct,7
333784,1,41,Male,UK,mobile,android,Ads,2
7647,0,41,Male,US,desktop,,Direct,4
901027,1,41,Male,US,mobile,,Direct,4
370833,0,41,Male,US,desktop,windows,Direct,1
25791,0,41,Male,Germany,desktop,windows,Direct,3
690512,1,41,Female,US,mobile,iOS,Direct,3
182597,1,41,Female,China,mobile,android,Seo,8
2203,1,41,Male,UK,mobile,iOS,Ads,6
680612,0,41,Female,US,mobile,iOS,Direct,8
780713,0,41,Female,China,desktop,mac,Direct,5
583708,0,41,Male,US,desktop,windows,Direct,4
586588,1,41,Male,US,mobile,android,Seo,3
42112,0,41,Female,China,desktop,mac,Direct,6
558167,1,41,Female,UK,mobile,iOS,Seo,3
924996,0,41,Male,US,desktop,windows,Ads,3
195794,1,41,Female,US,mobile,iOS,Ads,8
316421,1,41,Female,US,mobile,android,Seo,7
141482,0,41,Male,US,mobile,other,Direct,1
597792,0,41,Female,US,desktop,windows,Direct,7
579302,0,41,Male,US,mobile,other,Direct,5
689004,0,41,Male,UK,mobile,android,Ads,3
244072,0,41,Female,US,desktop,windows,Direct,6
728756,0,41,Male,US,desktop,mac,Seo,8
99940,1,41,Male,US,mobile,iOS,Seo,3
76343,1,41,Female,US,mobile,iOS,Ads,10
887937,1,41,Male,US,mobile,iOS,Ads,5
282973,0,41,Male,China,mobile,android,Seo,3
706849,0,41,Male,US,desktop,windows,Direct,7
398459,0,41,Male,US,mobile,iOS,Direct,3
129892,0,41,Male,China,desktop,windows,Direct,5
455582,0,41,Female,US,desktop,windows,Direct,4
926804,1,41,Female,Germany,desktop,windows,Ads,15
32764,0,41,Female,US,mobile,android,Direct,8
868474,0,41,Male,US,desktop,windows,Direct,6
852149,0,41,Male,US,desktop,windows,Ads,5
336830,0,41,Male,US,desktop,windows,Direct,3
969229,0,41,Male,US,desktop,windows,Direct,5
495573,0,41,Female,US,desktop,windows,Direct,5
797282,0,41,Female,US,desktop,windows,Direct,5
423149,0,41,Male,US,mobile,iOS,Direct,7
24350,0,41,Male,UK,desktop,windows,Direct,9
475719,0,41,Male,China,desktop,windows,Direct,2
339984,1,41,Male,US,mobile,iOS,Direct,3
241509,1,41,Female,US,mobile,iOS,Seo,4
287734,0,41,Male,US,desktop,windows,Direct,1
244800,0,41,Male,US,mobile,android,Direct,4
164822,0,41,Female,UK,desktop,windows,Direct,6
96679,0,41,Male,China,desktop,windows,Ads,4
309802,0,41,Female,US,mobile,other,Direct,3
787785,1,41,Male,US,mobile,other,Ads,14
378867,0,41,Female,US,mobile,other,Direct,6
145182,1,41,Male,China,mobile,android,Ads,12
500332,1,41,Male,US,desktop,windows,Ads,3
422527,0,41,Female,China,desktop,windows,Direct,4
43626,0,41,Male,US,mobile,android,Direct,8
137615,0,41,Female,US,mobile,iOS,Ads,3
134029,1,41,Female,China,mobile,iOS,Seo,7
545116,0,41,Female,US,desktop,windows,Seo,4
399530,1,41,Male,UK,desktop,windows,Seo,3
439470,1,41,Male,UK,mobile,iOS,Seo,6
145279,1,41,Female,UK,desktop,windows,Seo,3
155731,0,41,Male,China,mobile,android,Direct,6
431152,0,41,Male,US,mobile,android,Seo,13
981011,0,41,Female,US,desktop,windows,Direct,3
335833,0,41,Male,US,desktop,windows,Seo,8
336650,0,41,Male,China,desktop,windows,Direct,3
270636,1,41,Female,UK,desktop,mac,Direct,3
416423,0,41,Male,US,desktop,windows,Direct,5
531646,0,41,Male,US,mobile,iOS,Direct,3
842190,0,41,Female,US,mobile,android,Ads,3
249442,0,41,Female,US,desktop,windows,Direct,3
18530,0,41,Male,UK,desktop,mac,Direct,10
969105,0,41,Female,UK,mobile,android,Direct,10
415105,0,41,Female,US,desktop,windows,Direct,2
424118,0,41,Female,China,mobile,android,Ads,3
875222,0,41,Female,US,,android,Direct,5
119781,1,41,,US,desktop,windows,Ads,3
631982,0,41,Male,Germany,mobile,iOS,Direct,7
907748,1,41,Female,US,mobile,iOS,Seo,5
346736,1,41,Female,China,mobile,android,Seo,7
697382,0,41,Male,China,mobile,android,Direct,4
994235,0,18,Female,UK,mobile,other,Direct,12
215564,1,41,Male,US,mobile,iOS,Ads,3
929422,0,41,Female,US,desktop,windows,Direct,4
931418,0,41,Male,China,mobile,iOS,Direct,5
542993,0,41,Female,UK,desktop,mac,Direct,2
407386,0,41,Female,US,mobile,android,Direct,3
961276,0,41,Male,UK,desktop,mac,Direct,3
960553,1,41,Male,UK,mobile,android,Seo,3
377059,0,41,Male,US,desktop,windows,Direct,3
713982,1,41,Male,US,mobile,iOS,Direct,3
446327,0,41,Male,US,mobile,android,Ads,2
544103,1,41,Female,US,mobile,iOS,Ads,3
565530,0,41,Female,US,desktop,windows,Direct,6
490830,0,41,Male,UK,mobile,iOS,Direct,3
808288,0,41,Female,US,desktop,windows,Direct,3
686184,0,41,Female,US,mobile,iOS,Direct,5
248113,0,41,Female,China,desktop,windows,Seo,5
666697,1,41,Male,US,mobile,android,Seo,3
512371,0,20,Female,UK,mobile,iOS,Direct,12
981175,1,41,Male,US,mobile,android,Direct,5
16154,1,41,Female,US,mobile,android,Seo,4
526850,0,41,Male,US,desktop,mac,Direct,2
22952,0,41,Female,UK,desktop,windows,Direct,4
460843,1,41,Male,US,mobile,iOS,Seo,2
851439,1,41,Male,US,mobile,iOS,Seo,8
222614,0,41,Male,US,mobile,android,Direct,6
57342,0,41,Male,US,desktop,mac,Direct,3
880769,0,41,Male,China,mobile,iOS,Seo,6
312833,1,41,Male,US,desktop,windows,Seo,3
623148,1,41,Female,US,desktop,windows,Seo,4
369236,1,41,Male,US,mobile,iOS,Seo,3
511374,0,41,Male,Germany,mobile,android,Direct,3
912412,1,41,,China,mobile,other,Seo,3
125881,0,41,Female,China,mobile,iOS,Direct,5
697689,0,41,Male,US,desktop,windows,Direct,7
86813,0,41,Female,US,mobile,android,Direct,4
434090,1,41,Male,US,desktop,linux,Ads,14
554534,1,41,Female,UK,desktop,windows,Ads,19
651636,0,41,Male,China,mobile,other,Ads,3
819220,1,41,Male,US,desktop,linux,Seo,6
62290,0,18,Male,UK,mobile,android,Direct,19
971852,0,41,Male,US,desktop,windows,Direct,2
197289,0,41,Female,US,mobile,iOS,Seo,7
107848,0,41,Male,US,desktop,mac,Direct,3
934002,0,41,Female,Germany,mobile,android,Seo,4
158311,0,41,Female,US,mobile,iOS,Direct,5
924959,0,41,Male,US,mobile,android,Direct,4
994843,1,41,Female,UK,mobile,iOS,Ads,4
213086,0,41,Female,US,mobile,android,Direct,7
433760,1,41,Female,China,mobile,iOS,Seo,3
258274,1,41,Female,US,desktop,mac,Ads,9
640409,0,41,Female,US,desktop,mac,Direct,10
286352,0,41,Male,US,mobile,other,Direct,8
641175,0,18,Male,US,mobile,iOS,Direct,19
838456,1,41,Female,Germany,desktop,windows,Ads,7
168786,0,41,Female,US,mobile,other,Direct,10
687030,1,41,Female,UK,desktop,windows,Direct,1
149491,1,41,Female,UK,desktop,mac,Seo,4
948577,1,41,Male,China,mobile,other,Seo,5
717937,1,41,Female,US,desktop,windows,Seo,4
452995,0,41,Male,China,mobile,android,Direct,2
733398,0,41,Male,US,desktop,windows,Direct,5
763424,0,41,Female,US,desktop,windows,Direct,6
94215,0,41,Male,US,desktop,windows,Seo,3
268554,0,41,Male,US,mobile,android,Direct,3
739364,0,41,Male,US,desktop,windows,Direct,6
283347,0,41,Female,US,desktop,mac,Direct,2
224671,0,41,Female,US,mobile,other,Direct,2
152684,0,41,Male,US,desktop,windows,Direct,3
582437,1,41,Male,UK,mobile,iOS,Direct,6
149787,0,41,Female,US,mobile,iOS,Direct,9
917509,0,41,Female,UK,mobile,iOS,Direct,4
370595,0,41,Male,China,desktop,windows,Direct,2
719667,1,41,Male,US,desktop,windows,Seo,2
540485,0,19,Female,UK,mobile,iOS,Direct,20
85104,0,41,Female,UK,mobile,iOS,Direct,13
597837,0,41,Male,China,desktop,windows,Direct,4
189254,1,41,Female,US,desktop,windows,Seo,7
512048,0,41,Female,US,mobile,android,Direct,4
690280,0,41,Male,US,mobile,iOS,Seo,21
493117,1,41,Female,Germany,mobile,iOS,Seo,3
576104,1,41,Female,UK,mobile,iOS,Ads,8
293585,1,41,Female,Germany,mobile,iOS,Direct,12
754162,0,41,Female,China,desktop,windows,Direct,2
890502,0,41,Male,China,desktop,windows,Direct,6
576865,1,41,Male,China,desktop,linux,Ads,4
878478,0,41,Male,US,mobile,iOS,Direct,1
732675,0,41,Female,China,mobile,other,Direct,4
